236,ITM-236,785
237,ITM-237,590
238,ITM-238,688
239,ITM-239,125
240,ITM-240,811
241,ITM-241,748
242,ITM-242,917
243,ITM-243,171
244,ITM-244,421
245,ITM-245,557
246,ITM-246,886
247,ITM-247,572
248,ITM-248,763
249,ITM-249,31
250,ITM-250,666
251,ITM-251,681
252,ITM-252,908
253,ITM-253,604
254,ITM-254,366
255,ITM-255,743
256,ITM-256,907
257,ITM-257,486
258,ITM-258,526
259,ITM-259,643
260,ITM-260,653
261,ITM-261,670
262,ITM-262,85
263,ITM-263,742
264,ITM-264,876
265,ITM-265,155
266,ITM-266,181
267,ITM-267,316
268,ITM-268,575
269,ITM-269,680
270,ITM-270,11
271,ITM-271,479
272,ITM-272,467
273,ITM-273,583
274,ITM-274,138
275,ITM-275,712
276,ITM-276,987
277,ITM-277,321
278,ITM-278,754
279,ITM-279,165
280,ITM-280,375
281,ITM-281,423
282,ITM-282,853
283,ITM-283,918
284,ITM-284,60
285,ITM-285,403
286,ITM-286,262
287,ITM-287,906
288,ITM-288,264
289,ITM-289,199
290,ITM-290,686
291,ITM-291,783
292,ITM-292,104
293,ITM-293,39
294,ITM-294,692
295,ITM-295,318
296,ITM-296,232
297,ITM-297,619
298,ITM-298,544
299,ITM-299,796
300,ITM-300,142
301,ITM-301,612
302,ITM-302,533
303,ITM-303,476
304,ITM-304,107
305,ITM-305,72
306,ITM-306,289
307,ITM-307,618
308,ITM-308,567
309,ITM-309,857
310,ITM-310,194
311,ITM-311,316
312,ITM-312,872
313,ITM-313,919
314,ITM-314,174
315,ITM-315,257
316,ITM-316,94
317,ITM-317,902
318,ITM-318,391
319,ITM-319,179
320,ITM-320,703
321,ITM-321,290
322,ITM-322,873
323,ITM-323,688
324,ITM-324,306
325,ITM-325,15
326,ITM-326,937
327,ITM-327,772
328,ITM-328,570
329,ITM-329,669
330,ITM-330,700
331,ITM-331,347
332,ITM-332,505
333,ITM-333,888
334,ITM-334,234
335,ITM-335,378
336,ITM-336,438
337,ITM-337,477
338,ITM-338,277
339,ITM-339,53
340,ITM-340,540
341,ITM-341,225
342,ITM-342,297
343,ITM-343,267
344,ITM-344,473
345,ITM-345,284
346,ITM-346,178
347,ITM-347,261
348,ITM-348,664
349,ITM-349,970
350,ITM-350,709
351,ITM-351,670
352,ITM-352,723
353,ITM-353,914
354,ITM-354,716
355,ITM-355,813
356,ITM-356,712
357,ITM-357,568
358,ITM-358,121
359,ITM-359,909
360,ITM-360,463
361,ITM-361,437
362,ITM-362,597
363,ITM-363,781
364,ITM-364,749
365,ITM-365,294
366,ITM-366,886
367,ITM-367,683
368,ITM-368,568
369,ITM-369,410
370,ITM-370,275
371,ITM-371,260
372,ITM-372,624
373,ITM-373,988
374,ITM-374,718
375,ITM-375,663
376,ITM-376,926
377,ITM-377,385
378,ITM-378,797
379,ITM-379,935
380,ITM-380,436
381,ITM-381,35
382,ITM-382,452
383,ITM-383,551
384,ITM-384,256
385,ITM-385,572
386,ITM-386,330
387,ITM-387,184
388,ITM-388,38
389,ITM-389,807
390,ITM-390,142
391,ITM-391,557
392,ITM-392,570
393,ITM-393,431
394,ITM-394,687
395,ITM-395,744
396,ITM-396,375
397,ITM-397,947
398,ITM-398,989
399,ITM-399,29
400,ITM-400,958
401,ITM-401,953
402,ITM-402,487
403,ITM-403,908
404,ITM-404,542
405,ITM-405,296
406,ITM-406,410
407,ITM-407,812
408,ITM-408,356
409,ITM-409,738
410,ITM-410,490
411,ITM-411,579
412,ITM-412,575
413,ITM-413,13
414,ITM-414,624
415,ITM-415,58
416,ITM-416,91
417,ITM-417,467
418,ITM-418,192
419,ITM-419,245
420,ITM-420,505
421,ITM-421,951
422,ITM-422,614
423,ITM-423,64
424,ITM-424,879
425,ITM-425,696
426,ITM-426,877
427,ITM-427,669
428,ITM-428,817
429,ITM-429,547
430,ITM-430,739
431,ITM-431,267
432,ITM-432,227
433,ITM-433,552
434,ITM-434,237
435,ITM-435,232
436,ITM-436,297
437,ITM-437,335
438,ITM-438,690
439,ITM-439,998
440,ITM-440,358
441,ITM-441,275
442,ITM-442,822
443,ITM-443,716
444,ITM-444,269
445,ITM-445,348
446,ITM-446,502
447,ITM-447,219
448,ITM-448,568
449,ITM-449,83
450,ITM-450,314
451,ITM-451,169
452,ITM-452,714
453,ITM-453,838
454,ITM-454,860
455,ITM-455,235
456,ITM-456,403
457,ITM-457,939
458,ITM-458,476
459,ITM-459,194
460,ITM-460,984
461,ITM-461,729
462,ITM-462,573
463,ITM-463,72
464,ITM-464,796
465,ITM-465,546
466,ITM-466,328
467,ITM-467,325
468,ITM-468,759
469,ITM-469,693
470,ITM-470,739
471,ITM-471,74
472,ITM-472,856
473,ITM-473,809
474,ITM-474,757
475,ITM-475,734
476,ITM-476,386
477,ITM-477,75
478,ITM-478,608
479,ITM-479,390
480,ITM-480,625
481,ITM-481,432
482,ITM-482,716
483,ITM-483,983
484,ITM-484,280
485,ITM-485,126
486,ITM-486,724
487,ITM-487,808
488,ITM-488,193
489,ITM-489,308
490,ITM-490,951
491,ITM-491,19
492,ITM-492,240
493,ITM-493,227
494,ITM-494,630
495,ITM-495,90
496,ITM-496,436
497,ITM-497,180
498,ITM-498,261
499,ITM-499,150
500,ITM-500,842
501,ITM-501,800
502,ITM-502,767
503,ITM-503,874
504,ITM-504,743
505,ITM-505,887
506,ITM-506,274
507,ITM-507,134
508,ITM-508,530
509,ITM-509,704
510,ITM-510,356
511,ITM-511,648
512,ITM-512,493
513,ITM-513,335
514,ITM-514,129
515,ITM-515,876
516,ITM-516,494
517,ITM-517,20
518,ITM-518,674
519,ITM-519,252
520,ITM-520,870
521,ITM-521,320
522,ITM-522,908
523,ITM-523,107
524,ITM-524,941
525,ITM-525,291
526,ITM-526,554
527,ITM-527,620
528,ITM-528,23
529,ITM-529,609
530,ITM-530,535
531,ITM-531,944
532,ITM-532,767
533,ITM-533,747
534,ITM-534,452
535,ITM-535,731
536,ITM-536,167
537,ITM-537,993
538,ITM-538,818
539,ITM-539,432
540,ITM-540,281
541,ITM-541,469
542,ITM-542,989
543,ITM-543,619
544,ITM-544,949
545,ITM-545,554
546,ITM-546,70
547,ITM-547,444
548,ITM-548,744
549,ITM-549,876
550,ITM-550,195
551,ITM-551,580
552,ITM-552,189
553,ITM-553,138
554,ITM-554,116
555,ITM-555,751
556,ITM-556,530
557,ITM-557,518
558,ITM-558,973
559,ITM-559,881
560,ITM-560,242
561,ITM-561,381
562,ITM-562,403
563,ITM-563,878
564,ITM-564,746
565,ITM-565,601
566,ITM-566,565
567,ITM-567,458
568,ITM-568,883
569,ITM-569,435
570,ITM-570,713
571,ITM-571,247
572,ITM-572,963
573,ITM-573,238
574,ITM-574,303
575,ITM-575,244
576,ITM-576,175
577,ITM-577,80
578,ITM-578,902
579,ITM-579,394
580,ITM-580,569
581,ITM-581,266
582,ITM-582,233
583,ITM-583,66
584,ITM-584,50
585,ITM-585,118
586,ITM-586,118
587,ITM-587,322
588,ITM-588,205
589,ITM-589,823
590,ITM-590,443
591,ITM-591,359
592,ITM-592,912
593,ITM-593,804
594,ITM-594,949
595,ITM-595,981
596,ITM-596,559
597,ITM-597,271
598,ITM-598,870
599,ITM-599,721
600,ITM-600,87
601,ITM-601,466
602,ITM-602,58
603,ITM-603,415
604,ITM-604,523
605,ITM-605,129
606,ITM-606,431
607,ITM-607,383
608,ITM-608,119
609,ITM-609,794
610,ITM-610,382
611,ITM-611,267
612,ITM-612,871
613,ITM-613,985
614,ITM-614,938
615,ITM-615,924
616,ITM-616,842
617,ITM-617,832
618,ITM-618,524
619,ITM-619,425
620,ITM-620,529
621,ITM-621,396
622,ITM-622,536
623,ITM-623,553
624,ITM-624,326
625,ITM-625,251
626,ITM-626,488
627,ITM-627,560
628,ITM-628,506
629,ITM-629,633
630,ITM-630,923
631,ITM-631,950
632,ITM-632,199
633,ITM-633,609
634,ITM-634,354
635,ITM-635,45
636,ITM-636,127
637,ITM-637,24
638,ITM-638,935
639,ITM-639,113
640,ITM-640,503
641,ITM-641,758
642,ITM-642,674
643,ITM-643,778
644,ITM-644,756
645,ITM-645,870
646,ITM-646,97
647,ITM-647,412
648,ITM-648,408
649,ITM-649,637
650,ITM-650,947
651,ITM-651,496
652,ITM-652,449
653,ITM-653,871
654,ITM-654,41
655,ITM-655,795
656,ITM-656,559
657,ITM-657,996
658,ITM-658,833
659,ITM-659,476
660,ITM-660,599
661,ITM-661,970
662,ITM-662,841
663,ITM-663,163
664,ITM-664,56
665,ITM-665,516
666,ITM-666,325
667,ITM-667,117
668,ITM-668,801
669,ITM-669,440
670,ITM-670,325
671,ITM-671,756
672,ITM-672,358
673,ITM-673,471
674,ITM-674,605
675,ITM-675,531
676,ITM-676,485
677,ITM-677,613
678,ITM-678,810
679,ITM-679,440
680,ITM-680,817
681,ITM-681,384
682,ITM-682,926
683,ITM-683,914
684,ITM-684,859
685,ITM-685,301
686,ITM-686,305
687,ITM-687,841
688,ITM-688,791
689,ITM-689,942
690,ITM-690,820
691,ITM-691,28
692,ITM-692,778
693,ITM-693,31
694,ITM-694,914
695,ITM-695,854
696,ITM-696,886
697,ITM-697,568
698,ITM-698,510
699,ITM-699,506
700,ITM-700,727
701,ITM-701,237
702,ITM-702,875
703,ITM-703,366
704,ITM-704,421
705,ITM-705,449
706,ITM-706,748
707,ITM-707,132
708,ITM-708,815
709,ITM-709,218
710,ITM-710,385
711,ITM-711,122
712,ITM-712,104
713,ITM-713,253
714,ITM-714,722
715,ITM-715,987
716,ITM-716,313
717,ITM-717,402
718,ITM-718,691
719,ITM-719,991
720,ITM-720,955
721,ITM-721,218
722,ITM-722,924
723,ITM-723,693
724,ITM-724,607
725,ITM-725,989
726,ITM-726,844
727,ITM-727,329
728,ITM-728,691
729,ITM-729,816
730,ITM-730,482
731,ITM-731,793
732,ITM-732,891
733,ITM-733,211
734,ITM-734,927
735,ITM-735,473
736,ITM-736,594
737,ITM-737,729
738,ITM-738,91
739,ITM-739,294
740,ITM-740,564
741,ITM-741,920
742,ITM-742,242
743,ITM-743,128
744,ITM-744,762
745,ITM-745,81
746,ITM-746,683
747,ITM-747,912
748,ITM-748,648
749,ITM-749,721
750,ITM-750,69
751,ITM-751,745
752,ITM-752,982
753,ITM-753,30
754,ITM-754,215
755,ITM-755,11
756,ITM-756,273
757,ITM-757,125
758,ITM-758,874
759,ITM-759,514
760,ITM-760,830
761,ITM-761,912
762,ITM-762,180
763,ITM-763,773
764,ITM-764,610
765,ITM-765,701
766,ITM-766,492
767,ITM-767,402
768,ITM-768,801
769,ITM-769,441
770,ITM-770,717
771,ITM-771,839
772,ITM-772,513
773,ITM-773,693
774,ITM-774,506
775,ITM-775,980
776,ITM-776,442
777,ITM-777,934
778,ITM-778,492
779,ITM-779,365
780,ITM-780,404
781,ITM-781,608
782,ITM-782,339
783,ITM-783,467
784,ITM-784,437
785,ITM-785,85
786,ITM-786,446
787,ITM-787,841
788,ITM-788,790
789,ITM-789,374
790,ITM-790,600
791,ITM-791,451
792,ITM-792,880
793,ITM-793,140
794,ITM-794,394
795,ITM-795,939
796,ITM-796,120
797,ITM-797,617
798,ITM-798,871
799,ITM-799,206
800,ITM-800,133
801,ITM-801,264
802,ITM-802,247
803,ITM-803,683
804,ITM-804,818
805,ITM-805,971
806,ITM-806,603
807,ITM-807,980
808,ITM-808,628
809,ITM-809,650
810,ITM-810,626
811,ITM-811,845
812,ITM-812,329
813,ITM-813,337
814,ITM-814,119
815,ITM-815,697
816,ITM-816,451
817,ITM-817,147
818,ITM-818,776
819,ITM-819,955
820,ITM-820,848
821,ITM-821,819
822,ITM-822,754
823,ITM-823,322
824,ITM-824,935
825,ITM-825,265
826,ITM-826,318
827,ITM-827,198
828,ITM-828,161
829,ITM-829,233
830,ITM-830,746
831,ITM-831,399
832,ITM-832,986
833,ITM-833,471
834,ITM-834,581
835,ITM-835,174
836,ITM-836,475
837,ITM-837,854
838,ITM-838,91
839,ITM-839,658
840,ITM-840,357
841,ITM-841,321
842,ITM-842,521
843,ITM-843,172
844,ITM-844,971
845,ITM-845,449
846,ITM-846,70
847,ITM-847,471
848,ITM-848,636
849,ITM-849,236
850,ITM-850,871
851,ITM-851,350
852,ITM-852,748
853,ITM-853,511
854,ITM-854,997
855,ITM-855,218
856,ITM-856,551
857,ITM-857,354
858,ITM-858,60
859,ITM-859,843
860,ITM-860,209
861,ITM-861,58
862,ITM-862,826
863,ITM-863,971
864,ITM-864,308
865,ITM-865,556
866,ITM-866,994
867,ITM-867,610
868,ITM-868,935
869,ITM-869,532
870,ITM-870,357
871,ITM-871,148
872,ITM-872,200
873,ITM-873,685
874,ITM-874,597
875,ITM-875,31
876,ITM-876,126
877,ITM-877,483
878,ITM-878,301
879,ITM-879,233
880,ITM-880,949
881,ITM-881,709
882,ITM-882,511
883,ITM-883,62
884,ITM-884,166
885,ITM-885,311
886,ITM-886,515
887,ITM-887,670
888,ITM-888,579
889,ITM-889,307
890,ITM-890,889
891,ITM-891,533
892,ITM-892,124
893,ITM-893,359
894,ITM-894,780
895,ITM-895,357
896,ITM-896,841
897,ITM-897,58
898,ITM-898,595
899,ITM-899,814
900,ITM-900,364
901,ITM-901,231
902,ITM-902,733
903,ITM-903,509
904,ITM-904,873
905,ITM-905,772
906,ITM-906,457
907,ITM-907,258
908,ITM-908,782
909,ITM-909,925
910,ITM-910,591
911,ITM-911,811
912,ITM-912,993
913,ITM-913,225
914,ITM-914,350
915,ITM-915,774
916,ITM-916,290
917,ITM-917,111
918,ITM-918,226
919,ITM-919,996
920,ITM-920,183
921,ITM-921,361
922,ITM-922,777
923,ITM-923,289
924,ITM-924,318
925,ITM-925,925
926,ITM-926,843
927,ITM-927,224
928,ITM-928,226
929,ITM-929,829
930,ITM-930,836
931,ITM-931,988
932,ITM-932,340
933,ITM-933,805
934,ITM-934,192
935,ITM-935,601
936,ITM-936,477
937,ITM-937,202
938,ITM-938,129
939,ITM-939,584
940,ITM-940,270
941,ITM-941,417
942,ITM-942,0
943,ITM-943,929
944,ITM-944,165
945,ITM-945,189
946,ITM-946,638
947,ITM-947,395
948,ITM-948,908
949,ITM-949,362
950,ITM-950,949
951,ITM-951,335
952,ITM-952,751
953,ITM-953,647
954,ITM-954,616
955,ITM-955,499
956,ITM-956,874
957,ITM-957,785
958,ITM-958,243
959,ITM-959,170
960,ITM-960,61
961,ITM-961,513
962,ITM-962,624
963,ITM-963,464
964,ITM-964,557
965,ITM-965,320
966,ITM-966,448
967,ITM-967,803
968,ITM-968,232
969,ITM-969,977
970,ITM-970,651
971,ITM-971,718
972,ITM-972,916
973,ITM-973,852
974,ITM-974,292
975,ITM-975,543
976,ITM-976,588
977,ITM-977,891
978,ITM-978,171
979,ITM-979,184
980,ITM-980,456
981,ITM-981,470
982,ITM-982,424
983,ITM-983,563
984,ITM-984,808
985,ITM-985,969
986,ITM-986,745
987,ITM-987,582
988,ITM-988,598
989,ITM-989,989
990,ITM-990,536
991,ITM-991,390
992,ITM-992,405
993,ITM-993,755
994,ITM-994,196
995,ITM-995,559
996,ITM-996,849
997,ITM-997,340
998,ITM-998,707
999,ITM-999,577
1000,ITM-1000,732
1001,ITM-1001,351
1002,ITM-1002,169
1003,ITM-1003,343
1004,ITM-1004,130
1005,ITM-1005,306
1006,ITM-1006,911
1007,ITM-1007,249
1008,ITM-1008,891
1009,ITM-1009,17
1010,ITM-1010,906
1011,ITM-1011,330
1012,ITM-1012,370
1013,ITM-1013,893
1014,ITM-1014,655
1015,ITM-1015,604
1016,ITM-1016,934
1017,ITM-1017,267
1018,ITM-1018,321
1019,ITM-1019,966
1020,ITM-1020,12
1021,ITM-1021,285
1022,ITM-1022,406
1023,ITM-1023,447
1024,ITM-1024,399
1025,ITM-1025,566
1026,ITM-1026,404
1027,ITM-1027,549
1028,ITM-1028,206
1029,ITM-1029,439
1030,ITM-1030,347
1031,ITM-1031,518
1032,ITM-1032,464
1033,ITM-1033,471
1034,ITM-1034,503
1035,ITM-1035,992
1036,ITM-1036,174
1037,ITM-1037,495
1038,ITM-1038,957
1039,ITM-1039,628
1040,ITM-1040,532
1041,ITM-1041,315
1042,ITM-1042,551
1043,ITM-1043,892
1044,ITM-1044,806
1045,ITM-1045,876
1046,ITM-1046,742
1047,ITM-1047,149
1048,ITM-1048,756
1049,ITM-1049,258
1050,ITM-1050,347
1051,ITM-1051,776
1052,ITM-1052,825
1053,ITM-1053,983
1054,ITM-1054,194
1055,ITM-1055,835
1056,ITM-1056,582
1057,ITM-1057,183
1058,ITM-1058,75
1059,ITM-1059,757
1060,ITM-1060,718
1061,ITM-1061,707
1062,ITM-1062,718
1063,ITM-1063,662
1064,ITM-1064,773
1065,ITM-1065,101
1066,ITM-1066,227
1067,ITM-1067,596
1068,ITM-1068,546
1069,ITM-1069,670
1070,ITM-1070,603
1071,ITM-1071,306
1072,ITM-1072,398
1073,ITM-1073,867
1074,ITM-1074,198
1075,ITM-1075,139
1076,ITM-1076,144
1077,ITM-1077,310
1078,ITM-1078,394
1079,ITM-1079,188
1080,ITM-1080,174
1081,ITM-1081,929
1082,ITM-1082,84
1083,ITM-1083,832
1084,ITM-1084,218
1085,ITM-1085,757
1086,ITM-1086,959
1087,ITM-1087,461
1088,ITM-1088,558
1089,ITM-1089,136
1090,ITM-1090,478
1091,ITM-1091,467
1092,ITM-1092,734
1093,ITM-1093,373
1094,ITM-1094,519
1095,ITM-1095,693
1096,ITM-1096,49
1097,ITM-1097,126
1098,ITM-1098,199
1099,ITM-1099,96
1100,ITM-1100,395
1101,ITM-1101,684
1102,ITM-1102,492
1103,ITM-1103,200
1104,ITM-1104,922
1105,ITM-1105,71
1106,ITM-1106,914
1107,ITM-1107,786
1108,ITM-1108,675
1109,ITM-1109,801
1110,ITM-1110,221
1111,ITM-1111,348
1112,ITM-1112,953
1113,ITM-1113,620
1114,ITM-1114,288
1115,ITM-1115,65
1116,ITM-1116,777
1117,ITM-1117,764
1118,ITM-1118,200
1119,ITM-1119,281
1120,ITM-1120,532
1121,ITM-1121,831
1122,ITM-1122,393
1123,ITM-1123,300
1124,ITM-1124,658
1125,ITM-1125,121
1126,ITM-1126,474
1127,ITM-1127,471
1128,ITM-1128,471
1129,ITM-1129,773
1130,ITM-1130,271
1131,ITM-1131,895
1132,ITM-1132,373
1133,ITM-1133,197
1134,ITM-1134,707
1135,ITM-1135,234
1136,ITM-1136,615
1137,ITM-1137,842
1138,ITM-1138,616
1139,ITM-1139,318
1140,ITM-1140,132
1141,ITM-1141,47
1142,ITM-1142,477
1143,ITM-1143,529
1144,ITM-1144,432
1145,ITM-1145,144
1146,ITM-1146,715
1147,ITM-1147,431
1148,ITM-1148,611
1149,ITM-1149,824
1150,ITM-1150,299
1151,ITM-1151,82
1152,ITM-1152,836
1153,ITM-1153,80
1154,ITM-1154,583
1155,ITM-1155,4
1156,ITM-1156,78
1157,ITM-1157,699
1158,ITM-1158,820
1159,ITM-1159,688
1160,ITM-1160,260
1161,ITM-1161,734
1162,ITM-1162,985
1163,ITM-1163,430
1164,ITM-1164,636
1165,ITM-1165,869
1166,ITM-1166,318
1167,ITM-1167,941
1168,ITM-1168,406
1169,ITM-1169,360
1170,ITM-1170,676
1171,ITM-1171,466
1172,ITM-1172,584
1173,ITM-1173,485
1174,ITM-1174,517
1175,ITM-1175,927
1176,ITM-1176,15
1177,ITM-1177,655
1178,ITM-1178,104
1179,ITM-1179,352
1180,ITM-1180,572
1181,ITM-1181,429
1182,ITM-1182,315
1183,ITM-1183,838
1184,ITM-1184,808
1185,ITM-1185,677
1186,ITM-1186,229
1187,ITM-1187,470
1188,ITM-1188,469
1189,ITM-1189,694
1190,ITM-1190,671
1191,ITM-1191,492
1192,ITM-1192,499
1193,ITM-1193,189
1194,ITM-1194,62
1195,ITM-1195,248
1196,ITM-1196,756
1197,ITM-1197,359
1198,ITM-1198,9
1199,ITM-1199,427
1200,ITM-1200,973
1201,ITM-1201,286
1202,ITM-1202,553
1203,ITM-1203,995
1204,ITM-1204,169
1205,ITM-1205,951
1206,ITM-1206,297
1207,ITM-1207,770
1208,ITM-1208,131
1209,ITM-1209,992
1210,ITM-1210,539
1211,ITM-1211,645
1212,ITM-1212,136
1213,ITM-1213,766
1214,ITM-1214,157
1215,ITM-1215,264
1216,ITM-1216,190
1217,ITM-1217,956
1218,ITM-1218,758
1219,ITM-1219,407
1220,ITM-1220,653
1221,ITM-1221,192
1222,ITM-1222,393
1223,ITM-1223,127
1224,ITM-1224,49
1225,ITM-1225,431
1226,ITM-1226,381
1227,ITM-1227,538
1228,ITM-1228,721
1229,ITM-1229,649
1230,ITM-1230,878
1231,ITM-1231,930
1232,ITM-1232,311
1233,ITM-1233,31
1234,ITM-1234,828
1235,ITM-1235,701
1236,ITM-1236,668
1237,ITM-1237,193
1238,ITM-1238,357
1239,ITM-1239,966
1240,ITM-1240,23
1241,ITM-1241,36
1242,ITM-1242,122
1243,ITM-1243,700
1244,ITM-1244,98
1245,ITM-1245,752
1246,ITM-1246,515
1247,ITM-1247,300
1248,ITM-1248,570
1249,ITM-1249,528
1250,ITM-1250,48
1251,ITM-1251,642
1252,ITM-1252,937
1253,ITM-1253,243
1254,ITM-1254,309
1255,ITM-1255,301
1256,ITM-1256,89
1257,ITM-1257,799
1258,ITM-1258,920
1259,ITM-1259,408
1260,ITM-1260,847
1261,ITM-1261,645
1262,ITM-1262,570
1263,ITM-1263,436
1264,ITM-1264,281
1265,ITM-1265,391
1266,ITM-1266,368
1267,ITM-1267,139
1268,ITM-1268,853
1269,ITM-1269,54
1270,ITM-1270,246
1271,ITM-1271,351
1272,ITM-1272,736
1273,ITM-1273,33
1274,ITM-1274,239
1275,ITM-1275,377
1276,ITM-1276,96
1277,ITM-1277,7
1278,ITM-1278,59
1279,ITM-1279,502
1280,ITM-1280,119
1281,ITM-1281,429
1282,ITM-1282,557
1283,ITM-1283,380
1284,ITM-1284,68
1285,ITM-1285,683
1286,ITM-1286,527
1287,ITM-1287,866
1288,ITM-1288,863
1289,ITM-1289,105
1290,ITM-1290,524
1291,ITM-1291,853
1292,ITM-1292,185
1293,ITM-1293,816
1294,ITM-1294,90
1295,ITM-1295,543
1296,ITM-1296,334
1297,ITM-1297,643
1298,ITM-1298,307
1299,ITM-1299,849
1300,ITM-1300,912
1301,ITM-1301,675
1302,ITM-1302,854
1303,ITM-1303,849
1304,ITM-1304,673
1305,ITM-1305,929
1306,ITM-1306,335
1307,ITM-1307,87
1308,ITM-1308,69
1309,ITM-1309,319
1310,ITM-1310,151
1311,ITM-1311,706
1312,ITM-1312,905
1313,ITM-1313,48
1314,ITM-1314,649
1315,ITM-1315,736
1316,ITM-1316,820
1317,ITM-1317,950
1318,ITM-1318,179
1319,ITM-1319,578
1320,ITM-1320,888
1321,ITM-1321,890
1322,ITM-1322,477
1323,ITM-1323,237
1324,ITM-1324,437
1325,ITM-1325,813
1326,ITM-1326,481
1327,ITM-1327,381
1328,ITM-1328,931
1329,ITM-1329,885
1330,ITM-1330,278
1331,ITM-1331,380
1332,ITM-1332,529
